"","url","pr"
"1","https://www.catalystdigital.com/",0.00948279335868011
"2","https://www.catalystdigital.com/digital-marketing-services/social-media-advertising/",0.00886220371692918
"3","https://www.catalystdigital.com/digital-marketing-services/",0.0096925844235117
"4","https://www.catalystdigital.com/digital-marketing-case-studies/head-and-shoulders-paid-and-organic-search-case-study/",0.00760661700166332
"5","https://www.catalystdigital.com/blog/",0.00753835937783696
"6","https://www.catalystdigital.com/digital-marketing-case-studies/",0.00896296702792602
"7","https://www.catalystdigital.com/digital-marketing-services/social-media/",0.00774541781161914
"8","https://www.catalystdigital.com/company/management-team/",0.00871941291996069
"9","https://www.catalystdigital.com/contact/digital-marketing-jobs/",0.00757166601093576
"10","https://www.catalystdigital.com/digital-marketing-services/amazon-search-marketing/",0.00883406791636663
"11","https://www.catalystdigital.com/search-marketing-agency-forrester-wave/",0.0080881294721363
"12","https://www.catalystdigital.com/digital-marketing-case-studies/behr-paid-search-pinterest-case-study/",0.00760661700166011
"13","https://www.catalystdigital.com/company/catalyst-history/",0.00773512639464625
"14","https://www.catalystdigital.com/digital-marketing-case-studies/fortune-100-paid-search-case-study/",0.00785313328432373
"15","https://www.catalystdigital.com/privacy-policy-new/",0.0138302871410051
"16","https://www.catalystdigital.com/digital-marketing-case-studies/audi-twitter-strategy/",0.00845824465959543
"17","https://www.catalystdigital.com/digital-marketing-services/programmatic/",0.00773451644945903
"18","https://www.catalystdigital.com/company/digital-marketing-technology/",0.00758736592012647
"19","https://www.catalystdigital.com/contact/",0.0111886348682476
"20","https://www.catalystdigital.com/digital-marketing-case-studies/fortune-500-cpg-brand-seo-paid-search-case-study/",0.00760661700165578
"21","https://www.catalystdigital.com/google-marketing-live-pov-2019/",0.00104890104762625
"22","https://www.catalystdigital.com/digital-marketing-services/seo/",0.00886220371691827
"23","https://www.catalystdigital.com/digital-marketing-services/ppc/",0.00886220371691761
"24","https://www.catalystdigital.com/how-online-search-data-can-improve-offline-retail-results/",0.00788526698604856
"25","https://www.catalystdigital.com/digital-marketing-services/eshelf/",0.00760342295031117
"26","https://www.catalystdigital.com/company/",0.0080546310046534
"27","https://www.catalystdigital.com/prioritize-search-to-maximize-marketing-roi/",0.00828001177429171
"28","https://www.catalystdigital.com/digital-marketing-case-studies/baublebar-facebook-dynamic-ads-case-study/",0.0077429687961695
"29","https://www.catalystdigital.com/digital-marketing-case-studies/sams-club/",0.00845998070685102
"30","https://www.catalystdigital.com/advertiser-perceptions-ad-agency-report-names-catalyst-top-search-agency/",0.00744691527679121
"31","https://www.catalystdigital.com/digital-marketing-case-studies/boosting-business-results-with-bing-ads-case-study/",0.00760661700165
"32","https://www.catalystdigital.com/beth-letendre-to-lead-groupm-performance-marketing-organization/",0.00120816513349262
"33","https://www.catalystdigital.com/digital-marketing-case-studies/fortune-500-cpg-brand-amazon-marketing-case-study/",0.00759811379671519
"34","https://www.catalystdigital.com/company/digital-marketing-webinars/",0.00753635104429469
"35","https://www.catalystdigital.com/google-product-updates-new-features-july2018/",0.00108052225331067
"36","https://www.catalystdigital.com/digital-marketing-case-studies/global-manufacturer-paid-search-case-study/",0.0078514040171845
"37","https://www.catalystdigital.com/amazon-marketing-strategies-whitepaper/",0.00181824301074324
"38","https://www.catalystdigital.com/era-of-ecommerce-whitepaper/",0.00131611422424544
"39","https://www.catalystdigital.com/sitemap/",0.00741041644690589
"40","https://www.catalystdigital.com/post-type/featured/",0.00437335201868042
"41","https://www.catalystdigital.com/catalyst-microsoft-diversity-happy-hour-event/",0.00100970733266779
"42","https://www.catalystdigital.com/march-2019-core-algorithm-update/",0.00100839093547258
"43","https://www.catalystdigital.com/catalyst-and-retail-what-is-new-april-2017/",0.00128638856930141
"44","https://www.catalystdigital.com/post-type/news/",0.0055612381686473
"45","https://www.catalystdigital.com/google-new-product-features-adwords-redesign/",0.000970302589300805
"46","https://www.catalystdigital.com/kerry-curran-joins-programming-committee-for-mediapost/",0.000994736950511989
"47","https://www.catalystdigital.com/catalyst-receives-top-score-current-offering-forrester-search-marketing-wave/",0.00111564993872788
"48","https://www.catalystdigital.com/post-type/post/",0.00945484777425484
"49","https://www.catalystdigital.com/category/mobile/",0.00211585906466407
"50","https://www.catalystdigital.com/2013-search-marketing-wrap-up-coffee-with-catalyst/",0.00173968570052336
"51","https://www.catalystdigital.com/blog/page/2/",0.000958000851147157
"52","https://www.catalystdigital.com/author/catalyst/",0.00255128506685931
"53","https://www.catalystdigital.com/category/content/",0.00206563179081486
"54","https://www.catalystdigital.com/the-age-of-amazon/",0.00087362413120782
"55","https://www.catalystdigital.com/how-to-use-search-data-insights-to-influence-strategy-and-optimziation-tactics/",0.00112339334494566
"56","https://www.catalystdigital.com/acknowledged-google-search-excellence/",0.000867861896423258
"57","https://www.catalystdigital.com/category/catalyst-culture/",0.002122274450234
"58","https://www.catalystdigital.com/ecomm-on-tap-happy-hour/",0.000994909131325639
"59","https://www.catalystdigital.com/catalyst-recognized-with-elite-status-in-new-bing-partner-program/",0.00119763924808662
"60","https://www.catalystdigital.com/catalyst-employee-spotlight-amy-demers/",0.00111790371559749
"61","https://www.catalystdigital.com/2018-catalyst-year-in-review/",0.00160572770601962
"62","https://www.catalystdigital.com/search-marketing-experts-explain-key-seo-trends-innovations/",0.00101154820296056
"63","https://www.catalystdigital.com/blog/page/3/",0.000919196933186028
"64","https://www.catalystdigital.com/facebooks-developer-conference-key-product-updates/",0.00103524455787139
"65","https://www.catalystdigital.com/category/linking/",0.00207775978484995
"66","https://www.catalystdigital.com/google-product-updates-new-features-may2017/",0.00103716246304699
"67","https://www.catalystdigital.com/catalyst-employee-spotlight-mariya-ruseva/",0.00116806423140161
"68","https://www.catalystdigital.com/planning-for-prime-day/",0.0010094635608899
"69","https://www.catalystdigital.com/category/paid-search/",0.00212334903605308
"70","https://www.catalystdigital.com/post-type/publication/",0.00338432020385978
"71","https://www.catalystdigital.com/age-of-amazon-webinar-highlights-and-poll-results/",0.000941289119932765
"72","https://www.catalystdigital.com/category/video/",0.0020850241811636
"73","https://www.catalystdigital.com/catalyst-selected-as-gold-honoree-of-2017-shorty-awards/",0.00123222861571975
"74","https://www.catalystdigital.com/category/social/",0.00208413256243141
"75","https://www.catalystdigital.com/job-opening-manager-paid-social-boston/",0.000947304196124574
"76","https://www.catalystdigital.com/june-search-marketing-updates/",0.00113871209040674
"77","https://www.catalystdigital.com/job-opening-associate-search-and-social/",0.000947304196124574
"78","https://www.catalystdigital.com/september-search-marketing-updates/",0.00118414146801696
"79","https://www.catalystdigital.com/category/e-commerce/",0.00208502418116379
"80","https://www.catalystdigital.com/capture-and-convert-during-peak-periods-webinar/",0.00100177721560172
"81","https://www.catalystdigital.com/category/seo/",0.00208413256243184
"82","https://www.catalystdigital.com/job-opening-technology-associate/",0.000947304196124574
"83","https://www.catalystdigital.com/catalyst-employee-spotlight-breanna-cottone/",0.00108928320322188
"84","https://www.catalystdigital.com/hats-off-to-catalyst-groupm-shorty-award-finalists/",0.000959003774771483
"85","https://www.catalystdigital.com/company/digital-marketing-technology-temp/",0.000964628297254814
"86","https://www.catalystdigital.com/techseo-boost-2018-call-for-research/",0.0011066628611958
"87","https://www.catalystdigital.com/online-advertising-insights-from-swoop-ceo-ron-elwell/",0.00083126606887934
"88","https://www.catalystdigital.com/author/dcristo/",0.000828519041126886
"89","https://www.catalystdigital.com/advertising-week-2018/",0.000895504466056914
"90","https://www.catalystdigital.com/effective-app-seo-techniques-for-increased-visibility/",0.000860561320300557
"91","https://www.catalystdigital.com/author/catalyst/page/2/",0.000872735885793259
"92","https://www.catalystdigital.com/facebook-publishes-baublebar-catalyst-case-study/",0.000902133356584879
"93","https://www.catalystdigital.com/co-citation-the-new-seo-killer/",0.00083722464214123
"94","https://www.catalystdigital.com/catalyst-employee-spotlight-joe-mesgleski/",0.00109231098139898
"95","https://www.catalystdigital.com/post-type/news/page/3/",0.000896320219572401
"96","https://www.catalystdigital.com/seo-strategies-in-real-life-and-in-practice/",0.000862153903050474
"97","https://www.catalystdigital.com/demographics-for-search-ads/",0.00121069442543937
"98","https://www.catalystdigital.com/gdn-4-tips-for-greater-audience-reach-and-business-results-with-google-display-network/",0.00088179991409088
"99","https://www.catalystdigital.com/new-ams-interface-and-features-2018/",0.000986796827575171
"100","https://www.catalystdigital.com/facebook-marketplace-pov-jan2018/",0.000882190891284757
"101","https://www.catalystdigital.com/pinterest-social-search-goldmine/",0.000949956470262556
"102","https://www.catalystdigital.com/future-of-search-engine-optimization-google-and-bing/",0.00083511025005094
"103","https://www.catalystdigital.com/understanding-and-optimizing-for-voice-search/",0.000935423730973476
"104","https://www.catalystdigital.com/seasonal-insights-for-advertising-on-pinterest/",0.000849799692906719
"105","https://www.catalystdigital.com/politics-and-seo-what-every-politician-needs-to-know-about-orm/",0.000829306713630791
"106","https://www.catalystdigital.com/criteo/",0.000884587274356528
"107","https://www.catalystdigital.com/2017-catalyst-year-in-review/",0.000938868652128618
"108","https://www.catalystdigital.com/diversity-in-digital-2017/",0.000987757888359519
"109","https://www.catalystdigital.com/know-audience-content-strategy-ideas-big-brands/",0.000867130305987279
"110","https://www.catalystdigital.com/catalyst-employee-spotlight-erica-mclaughlin/",0.00109275153586174
"111","https://www.catalystdigital.com/catalyst-employee-spotlight-craig-detora/",0.000949854104479044
"112","https://www.catalystdigital.com/local-search-marketing-webinar/",0.000937103284635648
"113","https://www.catalystdigital.com/coffee-catalyst-featuring-angela-davis-e-commerce-seo/",0.000892941843596383
"114","https://www.catalystdigital.com/post-type/post/page/2/",0.00104438290770185
"115","https://www.catalystdigital.com/google-adwords-interface-updates/",0.0010252584756768
"116","https://www.catalystdigital.com/five-reasons-to-submit-to-techseoboost-research-competition/",0.000944237937578366
"117","https://www.catalystdigital.com/googles-mobile-update-prepared/",0.000828766697655939
"118","https://www.catalystdigital.com/category/mobile/page/2/",0.000884776282759472
"119","https://www.catalystdigital.com/internet-marketing-news-april-2015-recap/",0.000851333026943687
"120","https://www.catalystdigital.com/how-yelp-works-whats-new/",0.000827725369041127
"121","https://www.catalystdigital.com/author/catalyst/page/3/",0.000849381439110072
"122","https://www.catalystdigital.com/catalyst-employee-spotlight-janice-lu/",0.000967883860554346
"123","https://www.catalystdigital.com/category/paid-search/page/8/",0.000861313979038865
"124","https://www.catalystdigital.com/dan-beder-speaks-enterprise-search-summit-coffee-catalyst/",0.000887239406905819
"125","https://www.catalystdigital.com/google-adwords-redesign/",0.000989525109688475
"126","https://www.catalystdigital.com/behind-the-scenes-with-heather-frahm-queen-of-cpg/",0.000841470650705079
"127","https://www.catalystdigital.com/the-21st-century-data-driven-digital-publisher/",0.000915304185203037
"128","https://www.catalystdigital.com/kenshoo-bid-management-solutions/",0.000847972975889769
"129","https://www.catalystdigital.com/aligning-media-budgets-with-consumer-behavior/",0.000855365325209463
"130","https://www.catalystdigital.com/category/catalyst-culture/page/5/",0.000857487079456674
"131","https://www.catalystdigital.com/bing-agency-awards/",0.000885292567646316
"132","https://www.catalystdigital.com/post-type/news/page/2/",0.000956906816968897
"133","https://www.catalystdigital.com/think-with-google-advisory-council/",0.000940576839654214
"134","https://www.catalystdigital.com/master-search-marketing-at-your-enterprise-business/",0.00100596610899154
"135","https://www.catalystdigital.com/catalyst-employee-spotlight-cara-debeer/",0.000928107347725429
"136","https://www.catalystdigital.com/dominate-amazons-digital-shelf-webinar/",0.0010483276889195
"137","https://www.catalystdigital.com/category/paid-search/page/3/",0.000856469992061927
"138","https://www.catalystdigital.com/amazon-sponsored-products-targeting-update/",0.000914874194028846
"139","https://www.catalystdigital.com/catalyst-is-mitx-finalist/",0.00105290885681805
"140","https://www.catalystdigital.com/blog/page/4/",0.000861336493439313
"141","https://www.catalystdigital.com/latest-ams-changes/",0.000997061728693001
"142","https://www.catalystdigital.com/boosting-brand-awareness-bing-rich-ads-search/",0.000859342112322639
"143","https://www.catalystdigital.com/internet-marketing-news-august-recap/",0.000835539733729831
"144","https://www.catalystdigital.com/5-social-media-insights-that-drive-business-results/",0.000921741314017861
"145","https://www.catalystdigital.com/mitx-ecommerce-summit-wayfair-boston/",0.000908002618868466
"146","https://www.catalystdigital.com/digital-marketing-insights-millward-brown-digital-matt-pace/",0.000830154187449474
"147","https://www.catalystdigital.com/category/paid-search/page/2/",0.000879669206588109
"148","https://www.catalystdigital.com/social-seo-strategies-mastering-the-art-of-social-seo-ch-1/",0.00100777993671169
"149","https://www.catalystdigital.com/catalyst-joins-marketing-land-hashtag-bowl/",0.00107021489359998
"150","https://www.catalystdigital.com/category/catalyst-culture/page/3/",0.000866689997074873
"151","https://www.catalystdigital.com/holiday-seasonal-shopping-trends/",0.000893749208509046
"152","https://www.catalystdigital.com/author/kerrycurran/",0.000829294460300169
"153","https://www.catalystdigital.com/internet-marketing-news-december-2014-recap/",0.000828983365355938
"154","https://www.catalystdigital.com/category/mobile/page/3/",0.000862986429792206
"155","https://www.catalystdigital.com/post-type/featured/page/2/",0.000930219078042617
"156","https://www.catalystdigital.com/content-strategy-tips-e-commerce-websites/",0.000868011522803249
"157","https://www.catalystdigital.com/landy-awards-2018/",0.00107268407648436
"158","https://www.catalystdigital.com/internet-marketing-news-january-2015-recap/",0.000909163316028049
"159","https://www.catalystdigital.com/apple-launches-app-store-paid-search-ads/",0.000864499285965457
"160","https://www.catalystdigital.com/kerry-curran-accepted-into-adage-collective/",0.000945486006249105
"161","https://www.catalystdigital.com/whats-new-in-the-amazon-advertising-ui/",0.000858522924463924
"162","https://www.catalystdigital.com/category/catalyst-culture/page/2/",0.00088032789635575
"163","https://www.catalystdigital.com/app-indexing-cheat-sheets/",0.000859172412218186
"164","https://www.catalystdigital.com/drinks-and-diversity-happy-hour/",0.000960161652615559
"165","https://www.catalystdigital.com/forrester-sem-social-media-marketing-success/",0.00100515281268638
"166","https://www.catalystdigital.com/author/ccloney/",0.00083167630861489
"167","https://www.catalystdigital.com/5-key-considerations-for-getting-started-with-pinterest/",0.000900417353307402
"168","https://www.catalystdigital.com/google-shopping-actions/",0.000847745744795978
"169","https://www.catalystdigital.com/smx-west-2019-eta-implementation-walkthrough/",0.00084883827107233
"170","https://www.catalystdigital.com/google-updates-influencer-linking-guidelines/",0.00084034812619919
"171","https://www.catalystdigital.com/google-penguin-update-highlights-from-smx-east/",0.000870938623766332
"172","https://www.catalystdigital.com/seo-hot-trends-happy-hour/",0.000958903649516106
"173","https://www.catalystdigital.com/internet-marketing-news-february-2015-recap/",0.000990424417221179
"174","https://www.catalystdigital.com/roi-revolution-highlights-and-webinar-recording/",0.000857787348366443
"175","https://www.catalystdigital.com/post-type/post/page/3/",0.000941452922412998
"176","https://www.catalystdigital.com/author/emclaughlin/",0.000829425050921588
"177","https://www.catalystdigital.com/techseoboost/",0.000983632761949328
"178","https://www.catalystdigital.com/data-visualization-sempo-session-recap/",0.00083126606887934
"179","https://www.catalystdigital.com/post-type/featured/page/3/",0.000882550859506627
"180","https://www.catalystdigital.com/search-engine-to-store-webinar/",0.000948336147900668
"181","https://www.catalystdigital.com/internet-marketing-news-may-2015-recap/",0.000964392421777033
"182","https://www.catalystdigital.com/catalyst-teikametrics-amazon-agency-connection/",0.000847758253195183
"183","https://www.catalystdigital.com/amazon-attribution-catalyst-pov/",0.000947884527237899
